id,owner_id,lga,ward,street,property_type,estimated_value
10293,10293,Yaba,Ward 3 Yaba,Street 8 Ward 3 Yaba,Commercial,15511824.38
10294,10294,Somolu,Ward 4 Somolu,Street 8 Ward 4 Somolu,Commercial,8289610.51
10295,10295,Surulere,Ward 4 Surulere,Street 4 Ward 4 Surulere,Commercial,18812317.65
10296,10296,Mushin,Ward 3 Mushin,Street 2 Ward 3 Mushin,Residential,15556442.27
10297,10297,Eti-Osa,Ward 2 Eti-Osa,Street 1 Ward 2 Eti-Osa,Commercial,37867504.69
10298,10298,Ikorodu,Ward 4 Ikorodu,Street 4 Ward 4 Ikorodu,Commercial,10898446.89
10299,10299,Ifako-Ijaiye,Ward 3 Ifako-Ijaiye,Street 1 Ward 3 Ifako-Ijaiye,Commercial,13594822.38
10300,10300,Eti-Osa,Ward 2 Eti-Osa,Street 2 Ward 2 Eti-Osa,Residential,19909817.63
10301,10301,Amuwo-Odofin,Ward 2 Amuwo-Odofin,Street 6 Ward 2 Amuwo-Odofin,Commercial,13082707.69
10302,10302,Apapa,Ward 1 Apapa,Street 6 Ward 1 Apapa,Commercial,18753816.53
10303,10303,Epe,Ward 4 Epe,Street 7 Ward 4 Epe,Residential,9205389.8
10304,10304,Ajah,Ward 5 Ajah,Street 4 Ward 5 Ajah,Residential,5733450.6
10305,10305,Apapa,Ward 5 Apapa,Street 7 Ward 5 Apapa,Residential,8927500.74
10306,10306,Shomolu,Ward 1 Shomolu,Street 7 Ward 1 Shomolu,Residential,2271178.63
10307,10307,Shomolu,Ward 4 Shomolu,Street 10 Ward 4 Shomolu,Residential,13041763.47
10308,10308,Apapa,Ward 3 Apapa,Street 3 Ward 3 Apapa,Residential,1311831.77
10309,10309,Shomolu,Ward 1 Shomolu,Street 5 Ward 1 Shomolu,Residential,3073180.19
10310,10310,Surulere,Ward 4 Surulere,Street 1 Ward 4 Surulere,Commercial,12327157.92
10311,10311,Eti-Osa,Ward 2 Eti-Osa,Street 8 Ward 2 Eti-Osa,Commercial,4392979.96
10312,10312,Badagry,Ward 4 Badagry,Street 6 Ward 4 Badagry,Commercial,19670148.7
10313,10313,Epe,Ward 5 Epe,Street 1 Ward 5 Epe,Residential,5766942.82
10314,10314,Ifako-Ijaiye,Ward 2 Ifako-Ijaiye,Street 4 Ward 2 Ifako-Ijaiye,Residential,3262377.86
10315,10315,Oshodi-Isolo,Ward 4 Oshodi-Isolo,Street 2 Ward 4 Oshodi-Isolo,Commercial,11769651.44
10316,10316,Alimosho,Ward 3 Alimosho,Street 4 Ward 3 Alimosho,Residential,1573671.69
10317,10317,Apapa,Ward 2 Apapa,Street 1 Ward 2 Apapa,Commercial,8949123.48
10318,10318,Mushin,Ward 2 Mushin,Street 6 Ward 2 Mushin,Commercial,10405635.08
10319,10319,Alimosho,Ward 4 Alimosho,Street 6 Ward 4 Alimosho,Commercial,6689548.57
10320,10320,Ifako-Ijaiye,Ward 5 Ifako-Ijaiye,Street 10 Ward 5 Ifako-Ijaiye,Commercial,22037443.88
10321,10321,Ikorodu,Ward 2 Ikorodu,Street 6 Ward 2 Ikorodu,Commercial,9637699.98
10322,10322,Surulere,Ward 4 Surulere,Street 8 Ward 4 Surulere,Commercial,8372718.48
10323,10323,Ikorodu,Ward 3 Ikorodu,Street 9 Ward 3 Ikorodu,Commercial,7415619.68
10324,10324,Ikeja,Ward 4 Ikeja,Street 1 Ward 4 Ikeja,Residential,9781510.01
10325,10325,Ikorodu,Ward 2 Ikorodu,Street 9 Ward 2 Ikorodu,Residential,3020373.23
10326,10326,Ajah,Ward 3 Ajah,Street 10 Ward 3 Ajah,Commercial,11936071.56
10327,10327,Epe,Ward 3 Epe,Street 7 Ward 3 Epe,Residential,19211631.07
10328,10328,Ikorodu,Ward 5 Ikorodu,Street 9 Ward 5 Ikorodu,Commercial,17498360.92
10329,10329,Victoria Island,Ward 3 Victoria Island,Street 7 Ward 3 Victoria Island,Commercial,46690412.36
10330,10330,Ajah,Ward 3 Ajah,Street 10 Ward 3 Ajah,Commercial,10242023.84
10331,10331,Apapa,Ward 5 Apapa,Street 1 Ward 5 Apapa,Residential,4985113.87
10332,10332,Ikeja,Ward 1 Ikeja,Street 2 Ward 1 Ikeja,Commercial,10000403.28
10333,10333,Lekki,Ward 4 Lekki,Street 5 Ward 4 Lekki,Residential,35374274.29
10334,10334,Amuwo-Odofin,Ward 3 Amuwo-Odofin,Street 6 Ward 3 Amuwo-Odofin,Residential,16689715.54
10335,10335,Victoria Island,Ward 3 Victoria Island,Street 8 Ward 3 Victoria Island,Residential,22078166.74
10336,10336,Ikeja,Ward 5 Ikeja,Street 8 Ward 5 Ikeja,Residential,26081844.22
10337,10337,Amuwo-Odofin,Ward 1 Amuwo-Odofin,Street 5 Ward 1 Amuwo-Odofin,Residential,13932239.61
10338,10338,Ikorodu,Ward 1 Ikorodu,Street 3 Ward 1 Ikorodu,Commercial,4703246.28
10339,10339,Yaba,Ward 5 Yaba,Street 9 Ward 5 Yaba,Commercial,6436541.16
10340,10340,Agege,Ward 3 Agege,Street 8 Ward 3 Agege,Residential,11726922.51
10341,10341,Oshodi-Isolo,Ward 1 Oshodi-Isolo,Street 10 Ward 1 Oshodi-Isolo,Commercial,15941504.73
10342,10342,Badagry,Ward 5 Badagry,Street 1 Ward 5 Badagry,Residential,4154233.78
10343,10343,Amuwo-Odofin,Ward 4 Amuwo-Odofin,Street 10 Ward 4 Amuwo-Odofin,Commercial,523594.79
10344,10344,Yaba,Ward 2 Yaba,Street 8 Ward 2 Yaba,Commercial,9778698.72
10345,10345,Ifako-Ijaiye,Ward 1 Ifako-Ijaiye,Street 1 Ward 1 Ifako-Ijaiye,Residential,19866283.36
10346,10346,Lekki,Ward 5 Lekki,Street 8 Ward 5 Lekki,Residential,26357158.9
10347,10347,Somolu,Ward 4 Somolu,Street 8 Ward 4 Somolu,Residential,1310165.73
10348,10348,Epe,Ward 4 Epe,Street 1 Ward 4 Epe,Commercial,16852584.09
10349,10349,Surulere,Ward 3 Surulere,Street 2 Ward 3 Surulere,Residential,1789581.78
10350,10350,Agege,Ward 4 Agege,Street 1 Ward 4 Agege,Commercial,7735517.12
10351,10351,Amuwo-Odofin,Ward 5 Amuwo-Odofin,Street 7 Ward 5 Amuwo-Odofin,Residential,10047886.48
10352,10352,Agege,Ward 5 Agege,Street 10 Ward 5 Agege,Residential,5363611.85
10353,10353,Ajah,Ward 4 Ajah,Street 7 Ward 4 Ajah,Commercial,27666665.42
10354,10354,Agege,Ward 4 Agege,Street 5 Ward 4 Agege,Commercial,6244785.13
10355,10355,Apapa,Ward 4 Apapa,Street 3 Ward 4 Apapa,Residential,11375548.66
10356,10356,Epe,Ward 2 Epe,Street 5 Ward 2 Epe,Residential,11146236.45
10357,10357,Shomolu,Ward 2 Shomolu,Street 4 Ward 2 Shomolu,Commercial,4958729.77
10358,10358,Agege,Ward 1 Agege,Street 9 Ward 1 Agege,Residential,5784499.61
10359,10359,Ifako-Ijaiye,Ward 2 Ifako-Ijaiye,Street 4 Ward 2 Ifako-Ijaiye,Commercial,7857125.27
10360,10360,Surulere,Ward 3 Surulere,Street 8 Ward 3 Surulere,Residential,7217992.61
10361,10361,Amuwo-Odofin,Ward 4 Amuwo-Odofin,Street 3 Ward 4 Amuwo-Odofin,Commercial,19887489.51
10362,10362,Mushin,Ward 1 Mushin,Street 6 Ward 1 Mushin,Residential,9214132.49
10363,10363,Oshodi-Isolo,Ward 4 Oshodi-Isolo,Street 8 Ward 4 Oshodi-Isolo,Commercial,6317999.48
10364,10364,Ajah,Ward 2 Ajah,Street 7 Ward 2 Ajah,Residential,12370062.14
10365,10365,Somolu,Ward 1 Somolu,Street 6 Ward 1 Somolu,Commercial,27602170.19
10366,10366,Yaba,Ward 5 Yaba,Street 3 Ward 5 Yaba,Commercial,3768938.61
10367,10367,Yaba,Ward 2 Yaba,Street 9 Ward 2 Yaba,Residential,12707825.12
10368,10368,Victoria Island,Ward 2 Victoria Island,Street 6 Ward 2 Victoria Island,Residential,23858200.05
10369,10369,Lekki,Ward 3 Lekki,Street 5 Ward 3 Lekki,Commercial,34153169.93
10370,10370,Yaba,Ward 2 Yaba,Street 4 Ward 2 Yaba,Commercial,31038098.06
10371,10371,Yaba,Ward 3 Yaba,Street 10 Ward 3 Yaba,Commercial,31580805.55
10372,10372,Ajah,Ward 4 Ajah,Street 4 Ward 4 Ajah,Commercial,8433479.47
10373,10373,Eti-Osa,Ward 2 Eti-Osa,Street 10 Ward 2 Eti-Osa,Residential,14579673.55
10374,10374,Eti-Osa,Ward 4 Eti-Osa,Street 1 Ward 4 Eti-Osa,Commercial,16474619.24
10375,10375,Amuwo-Odofin,Ward 4 Amuwo-Odofin,Street 7 Ward 4 Amuwo-Odofin,Residential,4609673.84
10376,10376,Ikorodu,Ward 3 Ikorodu,Street 1 Ward 3 Ikorodu,Commercial,10612105.38
10377,10377,Eti-Osa,Ward 4 Eti-Osa,Street 8 Ward 4 Eti-Osa,Commercial,41605137.51
10378,10378,Eti-Osa,Ward 2 Eti-Osa,Street 9 Ward 2 Eti-Osa,Commercial,16403442.22
10379,10379,Badagry,Ward 4 Badagry,Street 2 Ward 4 Badagry,Commercial,13968891.6
10380,10380,Epe,Ward 2 Epe,Street 2 Ward 2 Epe,Residential,14658675.8
10381,10381,Oshodi-Isolo,Ward 1 Oshodi-Isolo,Street 2 Ward 1 Oshodi-Isolo,Commercial,4269751.59
10382,10382,Oshodi-Isolo,Ward 4 Oshodi-Isolo,Street 9 Ward 4 Oshodi-Isolo,Commercial,25559503.78
10383,10383,Ikorodu,Ward 4 Ikorodu,Street 7 Ward 4 Ikorodu,Residential,2977114.7
10384,10384,Alimosho,Ward 5 Alimosho,Street 2 Ward 5 Alimosho,Commercial,6784506.7
10385,10385,Epe,Ward 1 Epe,Street 9 Ward 1 Epe,Residential,16426591.89
10386,10386,Kosofe,Ward 4 Kosofe,Street 5 Ward 4 Kosofe,Residential,7565084.25
10387,10387,Epe,Ward 5 Epe,Street 9 Ward 5 Epe,Commercial,2552064.16
10388,10388,Ikeja,Ward 3 Ikeja,Street 9 Ward 3 Ikeja,Residential,19818733.63
10389,10389,Shomolu,Ward 3 Shomolu,Street 2 Ward 3 Shomolu,Residential,17324157.69
10390,10390,Agege,Ward 4 Agege,Street 5 Ward 4 Agege,Commercial,12685996.57
10391,10391,Ifako-Ijaiye,Ward 5 Ifako-Ijaiye,Street 5 Ward 5 Ifako-Ijaiye,Residential,4300831.57
10392,10392,Badagry,Ward 5 Badagry,Street 10 Ward 5 Badagry,Residential,4609747.15
10393,10393,Surulere,Ward 5 Surulere,Street 2 Ward 5 Surulere,Commercial,32896581.65
10394,10394,Epe,Ward 5 Epe,Street 2 Ward 5 Epe,Residential,13506520.74
10395,10395,Kosofe,Ward 3 Kosofe,Street 6 Ward 3 Kosofe,Residential,17246687.43
10396,10396,Ifako-Ijaiye,Ward 4 Ifako-Ijaiye,Street 1 Ward 4 Ifako-Ijaiye,Commercial,13059398.71
10397,10397,Lekki,Ward 1 Lekki,Street 8 Ward 1 Lekki,Residential,4153352.22
10398,10398,Shomolu,Ward 2 Shomolu,Street 8 Ward 2 Shomolu,Residential,18415673.92
10399,10399,Somolu,Ward 2 Somolu,Street 2 Ward 2 Somolu,Commercial,3371664.4
10400,10400,Ikeja,Ward 3 Ikeja,Street 10 Ward 3 Ikeja,Residential,17183437.04
10401,10401,Somolu,Ward 5 Somolu,Street 4 Ward 5 Somolu,Residential,17717974.55
10402,10402,Apapa,Ward 1 Apapa,Street 2 Ward 1 Apapa,Residential,14176883.05
10403,10403,Mushin,Ward 1 Mushin,Street 6 Ward 1 Mushin,Commercial,24145158.05
10404,10404,Ikorodu,Ward 3 Ikorodu,Street 9 Ward 3 Ikorodu,Residential,5113083.84
10405,10405,Ikeja,Ward 2 Ikeja,Street 7 Ward 2 Ikeja,Residential,32676050.06
10406,10406,Oshodi-Isolo,Ward 4 Oshodi-Isolo,Street 4 Ward 4 Oshodi-Isolo,Residential,5690512.28
10407,10407,Ikeja,Ward 1 Ikeja,Street 6 Ward 1 Ikeja,Commercial,14907023.26
10408,10408,Ifako-Ijaiye,Ward 4 Ifako-Ijaiye,Street 9 Ward 4 Ifako-Ijaiye,Commercial,10945894.76
10409,10409,Amuwo-Odofin,Ward 1 Amuwo-Odofin,Street 8 Ward 1 Amuwo-Odofin,Residential,19427564.85
10410,10410,Victoria Island,Ward 3 Victoria Island,Street 2 Ward 3 Victoria Island,Residential,33984468.85
10411,10411,Ikeja,Ward 1 Ikeja,Street 1 Ward 1 Ikeja,Residential,13694255.91
10412,10412,Somolu,Ward 2 Somolu,Street 9 Ward 2 Somolu,Residential,20437738.52
10413,10413,Shomolu,Ward 5 Shomolu,Street 4 Ward 5 Shomolu,Commercial,20723031.69
10414,10414,Ifako-Ijaiye,Ward 5 Ifako-Ijaiye,Street 9 Ward 5 Ifako-Ijaiye,Residential,4870967.06
10415,10415,Victoria Island,Ward 5 Victoria Island,Street 4 Ward 5 Victoria Island,Residential,45491521.48
10416,10416,Eti-Osa,Ward 1 Eti-Osa,Street 2 Ward 1 Eti-Osa,Residential,4929879.51
10417,10417,Surulere,Ward 3 Surulere,Street 4 Ward 3 Surulere,Residential,17907073.2
10418,10418,Amuwo-Odofin,Ward 4 Amuwo-Odofin,Street 7 Ward 4 Amuwo-Odofin,Commercial,18430981.84
10419,10419,Victoria Island,Ward 2 Victoria Island,Street 10 Ward 2 Victoria Island,Commercial,14595501.93
10420,10420,Ajah,Ward 5 Ajah,Street 4 Ward 5 Ajah,Residential,5825570.7
10421,10421,Oshodi-Isolo,Ward 1 Oshodi-Isolo,Street 6 Ward 1 Oshodi-Isolo,Residential,3353637.84
10422,10422,Badagry,Ward 5 Badagry,Street 6 Ward 5 Badagry,Residential,20584602.54
10423,10423,Ikeja,Ward 4 Ikeja,Street 2 Ward 4 Ikeja,Commercial,14302125.8
10424,10424,Shomolu,Ward 2 Shomolu,Street 1 Ward 2 Shomolu,Commercial,13968023.5
10425,10425,Surulere,Ward 3 Surulere,Street 9 Ward 3 Surulere,Commercial,29038416.9
10426,10426,Alimosho,Ward 5 Alimosho,Street 4 Ward 5 Alimosho,Commercial,4991122.7
10427,10427,Epe,Ward 4 Epe,Street 9 Ward 4 Epe,Commercial,19852075.19
10428,10428,Ikorodu,Ward 2 Ikorodu,Street 7 Ward 2 Ikorodu,Commercial,973502.04
10429,10429,Apapa,Ward 4 Apapa,Street 8 Ward 4 Apapa,Commercial,13400591.66
10430,10430,Shomolu,Ward 3 Shomolu,Street 10 Ward 3 Shomolu,Residential,18971593.56
10431,10431,Amuwo-Odofin,Ward 5 Amuwo-Odofin,Street 7 Ward 5 Amuwo-Odofin,Commercial,2313705.84
10432,10432,Oshodi-Isolo,Ward 3 Oshodi-Isolo,Street 10 Ward 3 Oshodi-Isolo,Residential,6765608.07
10433,10433,Badagry,Ward 1 Badagry,Street 7 Ward 1 Badagry,Commercial,14127251.19
10434,10434,Mushin,Ward 4 Mushin,Street 9 Ward 4 Mushin,Residential,9095303.67
10435,10435,Mushin,Ward 2 Mushin,Street 3 Ward 2 Mushin,Residential,17516053.57
10436,10436,Surulere,Ward 3 Surulere,Street 1 Ward 3 Surulere,Residential,21335918.54
10437,10437,Mushin,Ward 2 Mushin,Street 1 Ward 2 Mushin,Residential,3741485.49
10438,10438,Alimosho,Ward 5 Alimosho,Street 9 Ward 5 Alimosho,Residential,7044568.47
10439,10439,Shomolu,Ward 4 Shomolu,Street 4 Ward 4 Shomolu,Commercial,13049072.13
10440,10440,Alimosho,Ward 4 Alimosho,Street 10 Ward 4 Alimosho,Commercial,3165302.09
10441,10441,Somolu,Ward 1 Somolu,Street 2 Ward 1 Somolu,Residential,1159900.46
10442,10442,Surulere,Ward 2 Surulere,Street 7 Ward 2 Surulere,Residential,2835138.92
10443,10443,Mushin,Ward 1 Mushin,Street 2 Ward 1 Mushin,Commercial,9206880.23
10444,10444,Apapa,Ward 2 Apapa,Street 5 Ward 2 Apapa,Residential,10252872.98
10445,10445,Ikeja,Ward 5 Ikeja,Street 1 Ward 5 Ikeja,Commercial,29404334.22
10446,10446,Eti-Osa,Ward 3 Eti-Osa,Street 9 Ward 3 Eti-Osa,Commercial,19469190.37
10447,10447,Kosofe,Ward 4 Kosofe,Street 6 Ward 4 Kosofe,Commercial,11972034.54
10448,10448,Apapa,Ward 2 Apapa,Street 2 Ward 2 Apapa,Residential,16110833.06
10449,10449,Kosofe,Ward 1 Kosofe,Street 9 Ward 1 Kosofe,Residential,14117773.39
10450,10450,Ikeja,Ward 3 Ikeja,Street 3 Ward 3 Ikeja,Commercial,13830832.42
10451,10451,Ikorodu,Ward 1 Ikorodu,Street 9 Ward 1 Ikorodu,Commercial,12083334.0
10452,10452,Amuwo-Odofin,Ward 2 Amuwo-Odofin,Street 6 Ward 2 Amuwo-Odofin,Commercial,23672433.23
10453,10453,Ikeja,Ward 2 Ikeja,Street 8 Ward 2 Ikeja,Residential,35235411.61
10454,10454,Ikorodu,Ward 5 Ikorodu,Street 9 Ward 5 Ikorodu,Commercial,6094483.1
10455,10455,Surulere,Ward 2 Surulere,Street 6 Ward 2 Surulere,Commercial,3040959.76
10456,10456,Ikorodu,Ward 3 Ikorodu,Street 9 Ward 3 Ikorodu,Residential,13351701.16
10457,10457,Oshodi-Isolo,Ward 1 Oshodi-Isolo,Street 7 Ward 1 Oshodi-Isolo,Residential,11846018.66
10458,10458,Surulere,Ward 1 Surulere,Street 9 Ward 1 Surulere,Residential,8608516.69
10459,10459,Ifako-Ijaiye,Ward 3 Ifako-Ijaiye,Street 3 Ward 3 Ifako-Ijaiye,Commercial,19673812.69
10460,10460,Somolu,Ward 1 Somolu,Street 4 Ward 1 Somolu,Residential,6981429.0
10461,10461,Shomolu,Ward 4 Shomolu,Street 1 Ward 4 Shomolu,Residential,15172726.18
10462,10462,Apapa,Ward 2 Apapa,Street 9 Ward 2 Apapa,Commercial,22360169.42
10463,10463,Lekki,Ward 1 Lekki,Street 4 Ward 1 Lekki,Commercial,5835587.53
10464,10464,Oshodi-Isolo,Ward 1 Oshodi-Isolo,Street 5 Ward 1 Oshodi-Isolo,Residential,14127946.31
10465,10465,Ajah,Ward 3 Ajah,Street 10 Ward 3 Ajah,Commercial,22928457.85
10466,10466,Ikeja,Ward 3 Ikeja,Street 2 Ward 3 Ikeja,Residential,12295851.87
10467,10467,Oshodi-Isolo,Ward 4 Oshodi-Isolo,Street 5 Ward 4 Oshodi-Isolo,Residential,8562334.99
10468,10468,Ikeja,Ward 3 Ikeja,Street 2 Ward 3 Ikeja,Commercial,7469486.64
10469,10469,Shomolu,Ward 5 Shomolu,Street 7 Ward 5 Shomolu,Residential,23615324.07
10470,10470,Amuwo-Odofin,Ward 5 Amuwo-Odofin,Street 8 Ward 5 Amuwo-Odofin,Residential,21900290.95
10471,10471,Amuwo-Odofin,Ward 1 Amuwo-Odofin,Street 10 Ward 1 Amuwo-Odofin,Residential,6247367.29
10472,10472,Agege,Ward 3 Agege,Street 5 Ward 3 Agege,Commercial,898946.3
10473,10473,Ifako-Ijaiye,Ward 5 Ifako-Ijaiye,Street 5 Ward 5 Ifako-Ijaiye,Commercial,13670937.86
10474,10474,Victoria Island,Ward 5 Victoria Island,Street 7 Ward 5 Victoria Island,Residential,36298795.63
10475,10475,Victoria Island,Ward 3 Victoria Island,Street 8 Ward 3 Victoria Island,Residential,31379647.99
10476,10476,Ikorodu,Ward 1 Ikorodu,Street 8 Ward 1 Ikorodu,Commercial,4657525.74
10477,10477,Ikorodu,Ward 2 Ikorodu,Street 4 Ward 2 Ikorodu,Commercial,8236400.09
10478,10478,Ikorodu,Ward 2 Ikorodu,Street 6 Ward 2 Ikorodu,Commercial,1499536.25
10479,10479,Kosofe,Ward 1 Kosofe,Street 1 Ward 1 Kosofe,Residential,14025866.94
10480,10480,Lekki,Ward 5 Lekki,Street 5 Ward 5 Lekki,Residential,44453203.91
10481,10481,Apapa,Ward 4 Apapa,Street 10 Ward 4 Apapa,Commercial,8011068.22
10482,10482,Epe,Ward 1 Epe,Street 6 Ward 1 Epe,Commercial,12466619.13
10483,10483,Oshodi-Isolo,Ward 1 Oshodi-Isolo,Street 3 Ward 1 Oshodi-Isolo,Residential,5718317.31
10484,10484,Mushin,Ward 5 Mushin,Street 2 Ward 5 Mushin,Commercial,6607388.16
10485,10485,Kosofe,Ward 1 Kosofe,Street 1 Ward 1 Kosofe,Commercial,16404161.42
10486,10486,Epe,Ward 3 Epe,Street 7 Ward 3 Epe,Residential,26897041.74
10487,10487,Somolu,Ward 3 Somolu,Street 3 Ward 3 Somolu,Residential,9133552.13
10488,10488,Surulere,Ward 1 Surulere,Street 9 Ward 1 Surulere,Residential,15070219.72
10489,10489,Ikorodu,Ward 1 Ikorodu,Street 5 Ward 1 Ikorodu,Commercial,5760057.23
10490,10490,Ajah,Ward 5 Ajah,Street 8 Ward 5 Ajah,Residential,20841481.78
10491,10491,Kosofe,Ward 5 Kosofe,Street 6 Ward 5 Kosofe,Residential,4782132.14
10492,10492,Alimosho,Ward 3 Alimosho,Street 7 Ward 3 Alimosho,Commercial,6148568.47
10493,10493,Ikorodu,Ward 3 Ikorodu,Street 9 Ward 3 Ikorodu,Commercial,578254.98
10494,10494,Badagry,Ward 4 Badagry,Street 9 Ward 4 Badagry,Commercial,4208039.58
10495,10495,Kosofe,Ward 3 Kosofe,Street 2 Ward 3 Kosofe,Commercial,10962702.21
10496,10496,Apapa,Ward 5 Apapa,Street 3 Ward 5 Apapa,Residential,15865603.01
10497,10497,Amuwo-Odofin,Ward 2 Amuwo-Odofin,Street 6 Ward 2 Amuwo-Odofin,Commercial,12928213.2
10498,10498,Epe,Ward 2 Epe,Street 3 Ward 2 Epe,Residential,8133359.7
10499,10499,Ikeja,Ward 1 Ikeja,Street 3 Ward 1 Ikeja,Commercial,7053872.1
10500,10500,Eti-Osa,Ward 4 Eti-Osa,Street 3 Ward 4 Eti-Osa,Residential,2639984.95
10501,10501,Oshodi-Isolo,Ward 1 Oshodi-Isolo,Street 6 Ward 1 Oshodi-Isolo,Residential,22644106.09
10502,10502,Ifako-Ijaiye,Ward 4 Ifako-Ijaiye,Street 7 Ward 4 Ifako-Ijaiye,Residential,9187023.32
10503,10503,Eti-Osa,Ward 2 Eti-Osa,Street 7 Ward 2 Eti-Osa,Commercial,5514771.14
10504,10504,Mushin,Ward 5 Mushin,Street 2 Ward 5 Mushin,Commercial,12121608.68
10505,10505,Lekki,Ward 2 Lekki,Street 4 Ward 2 Lekki,Residential,31087675.73
10506,10506,Oshodi-Isolo,Ward 3 Oshodi-Isolo,Street 8 Ward 3 Oshodi-Isolo,Commercial,6223008.09
10507,10507,Ajah,Ward 4 Ajah,Street 5 Ward 4 Ajah,Residential,23083848.04
10508,10508,Ajah,Ward 1 Ajah,Street 8 Ward 1 Ajah,Commercial,9392589.39
10509,10509,Ajah,Ward 3 Ajah,Street 5 Ward 3 Ajah,Commercial,2531825.05
10510,10510,Ajah,Ward 1 Ajah,Street 6 Ward 1 Ajah,Residential,4280070.58
10511,10511,Epe,Ward 5 Epe,Street 1 Ward 5 Epe,Commercial,4205883.2
10512,10512,Agege,Ward 4 Agege,Street 3 Ward 4 Agege,Residential,16538573.9
10513,10513,Surulere,Ward 1 Surulere,Street 10 Ward 1 Surulere,Residential,13925354.73
10514,10514,Epe,Ward 5 Epe,Street 8 Ward 5 Epe,Commercial,16706777.71
10515,10515,Alimosho,Ward 4 Alimosho,Street 6 Ward 4 Alimosho,Residential,891149.39
10516,10516,Surulere,Ward 5 Surulere,Street 4 Ward 5 Surulere,Commercial,17139083.25
10517,10517,Agege,Ward 3 Agege,Street 4 Ward 3 Agege,Residential,1811378.04
10518,10518,Amuwo-Odofin,Ward 4 Amuwo-Odofin,Street 7 Ward 4 Amuwo-Odofin,Commercial,18821688.19
10519,10519,Victoria Island,Ward 2 Victoria Island,Street 10 Ward 2 Victoria Island,Commercial,24124375.96
10520,10520,Surulere,Ward 2 Surulere,Street 8 Ward 2 Surulere,Commercial,1106198.57
10521,10521,Victoria Island,Ward 3 Victoria Island,Street 3 Ward 3 Victoria Island,Residential,13681231.27
10522,10522,Badagry,Ward 1 Badagry,Street 4 Ward 1 Badagry,Residential,6694148.39
10523,10523,Shomolu,Ward 3 Shomolu,Street 4 Ward 3 Shomolu,Residential,15616156.7
10524,10524,Eti-Osa,Ward 1 Eti-Osa,Street 5 Ward 1 Eti-Osa,Residential,23184609.63
10525,10525,Somolu,Ward 3 Somolu,Street 7 Ward 3 Somolu,Residential,11688549.92
10526,10526,Epe,Ward 4 Epe,Street 7 Ward 4 Epe,Residential,9175833.3
10527,10527,Kosofe,Ward 2 Kosofe,Street 4 Ward 2 Kosofe,Commercial,12381777.83
10528,10528,Apapa,Ward 3 Apapa,Street 9 Ward 3 Apapa,Commercial,15798635.31
10529,10529,Somolu,Ward 2 Somolu,Street 1 Ward 2 Somolu,Commercial,1761927.44
10530,10530,Eti-Osa,Ward 3 Eti-Osa,Street 5 Ward 3 Eti-Osa,Residential,32407970.63
10531,10531,Kosofe,Ward 4 Kosofe,Street 10 Ward 4 Kosofe,Residential,21745531.85
10532,10532,Ikorodu,Ward 3 Ikorodu,Street 4 Ward 3 Ikorodu,Commercial,2364088.55
10533,10533,Ikeja,Ward 4 Ikeja,Street 4 Ward 4 Ikeja,Commercial,22705765.5
10534,10534,Ikeja,Ward 2 Ikeja,Street 7 Ward 2 Ikeja,Commercial,18494180.86
10535,10535,Apapa,Ward 5 Apapa,Street 6 Ward 5 Apapa,Commercial,10481864.43
10536,10536,Ajah,Ward 5 Ajah,Street 8 Ward 5 Ajah,Residential,6154509.01
10537,10537,Surulere,Ward 4 Surulere,Street 10 Ward 4 Surulere,Residential,7555237.54
10538,10538,Somolu,Ward 1 Somolu,Street 9 Ward 1 Somolu,Residential,10623801.3
10539,10539,Eti-Osa,Ward 1 Eti-Osa,Street 4 Ward 1 Eti-Osa,Residential,6707816.26
10540,10540,Badagry,Ward 2 Badagry,Street 4 Ward 2 Badagry,Residential,11124072.54
10541,10541,Kosofe,Ward 1 Kosofe,Street 1 Ward 1 Kosofe,Commercial,1774673.92
10542,10542,Eti-Osa,Ward 2 Eti-Osa,Street 10 Ward 2 Eti-Osa,Commercial,10531870.65
10543,10543,Ikeja,Ward 4 Ikeja,Street 4 Ward 4 Ikeja,Residential,23163345.86
10544,10544,Ifako-Ijaiye,Ward 4 Ifako-Ijaiye,Street 7 Ward 4 Ifako-Ijaiye,Residential,18432494.11
10545,10545,Yaba,Ward 5 Yaba,Street 7 Ward 5 Yaba,Commercial,1462858.21
10546,10546,Ajah,Ward 3 Ajah,Street 7 Ward 3 Ajah,Commercial,7820912.96
10547,10547,Mushin,Ward 5 Mushin,Street 10 Ward 5 Mushin,Residential,19102139.93
10548,10548,Ikorodu,Ward 3 Ikorodu,Street 6 Ward 3 Ikorodu,Residential,8510178.8
10549,10549,Somolu,Ward 4 Somolu,Street 9 Ward 4 Somolu,Residential,16185622.2
10550,10550,Ikorodu,Ward 1 Ikorodu,Street 8 Ward 1 Ikorodu,Residential,15791512.67
10551,10551,Alimosho,Ward 1 Alimosho,Street 8 Ward 1 Alimosho,Residential,4818879.74
10552,10552,Alimosho,Ward 2 Alimosho,Street 4 Ward 2 Alimosho,Commercial,3040809.43
10553,10553,Shomolu,Ward 5 Shomolu,Street 4 Ward 5 Shomolu,Residential,15948368.67
10554,10554,Ifako-Ijaiye,Ward 2 Ifako-Ijaiye,Street 8 Ward 2 Ifako-Ijaiye,Residential,14814842.58
10555,10555,Somolu,Ward 3 Somolu,Street 5 Ward 3 Somolu,Residential,15570109.59
